S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999967	33	31	31	2	1	27	27	1	25	33	
4999958	42	39	39	5	3	30	30	3	29	42	
4999913	87	57	57	5	2	40	40	2	30	87	
4999960	40	39	39	4	2	33	33	1	34	40	
4999592	408	244	244	26	11	144	144	6	99	408	
4999809	191	135	135	10	3	81	81	1	61	191	
4999916	84	52	52	5	3	36	36	2	26	84	
4999507	493	305	305	37	17	183	183	7	121	493	
4999962	38	33	33	5	2	25	25	1	27	38	
4999893	107	82	82	9	4	53	53	4	47	107	
4999962	38	33	33	5	2	25	25	1	27	38	
4999099	901	552	552	62	21	295	295	8	170	901	
4999913	87	67	67	12	6	41	41	3	34	87	
4999000	1000	625	625	51	15	374	374	8	241	1000	
4999960	40	31	31	3	1	23	23	1	17	40	
4999963	37	33	33	5	2	25	25	1	24	37	
4999988	12	12	12	4	2	7	7	1	8	12	
4999959	41	34	34	2	1	27	27	1	23	41	
4999846	154	112	112	10	3	62	62	1	44	154	
4999970	30	29	29	3	2	22	22	1	21	30	
4999941	59	40	40	6	2	22	22	2	15	59	
4999963	37	35	35	7	4	26	26	3	30	37	
4999981	19	16	16	3	3	13	13	2	11	19	
4999925	75	61	61	5	3	44	44	2	35	75	
4999107	893	477	477	41	11	221	221	2	110	893	
4999986	14	13	13	3	1	8	8	1	10	14	
4999966	34	34	34	4	2	27	27	1	29	34	
4999986	14	13	13	4	2	8	8	1	9	14	
4999362	638	332	332	27	6	152	152	2	72	638	
4998219	1781	1015	1015	103	25	538	538	7	345	1781	
4999904	96	71	71	13	5	46	46	3	47	96	
4998418	1582	904	904	75	30	485	485	10	264	1582	
4999972	28	25	25	2	2	22	22	2	24	28	
4999893	107	71	71	8	4	40	40	2	26	107	
4996328	3672	2037	2037	153	35	982	982	7	560	3672	
4999924	76	62	62	8	6	41	41	4	32	76	
4999967	33	31	31	2	2	28	28	2	25	33	
4999766	234	152	152	18	7	92	92	4	71	234	
4999964	36	28	28	3	2	20	20	2	17	36	
4993348	6652	3798	3798	378	115	1962	1962	21	1175	6652	
4999849	151	54	54	6	3	19	19	1	7	151	
4964003	35997	23348	23348	2475	783	13625	13625	316	9536	35997	
4999965	35	25	25	4	2	20	20	2	18	35	
4999870	130	107	107	14	7	71	71	4	59	130	
4999886	114	69	69	7	3	42	42	2	28	114	
4999973	27	18	18	2	1	12	12	1	9	27	
4999964	36	32	32	2	1	25	25	1	22	36	
4999920	80	57	57	10	1	32	32	1	22	80	
4999972	28	24	24	3	2	20	20	2	19	28	
4999635	365	162	162	16	6	86	86	3	61	365	
4999020	980	668	668	56	17	395	395	7	267	980	
4999891	109	65	65	8	1	39	39	1	23	109	
4999962	38	31	31	7	2	18	18	2	20	38	
4999362	638	332	332	27	6	152	152	2	72	638	
4999956	44	42	42	8	4	33	33	2	36	44	
4999832	168	110	110	14	9	59	59	5	48	168	
4999612	388	237	237	24	6	131	131	2	84	388	
4999796	204	88	88	7	4	46	46	3	34	204	
4999913	87	67	67	7	3	51	51	3	47	87	
4999943	57	47	47	8	5	33	33	3	35	57	
4999974	26	22	22	3	1	18	18	1	14	26	
4999966	34	27	27	3	2	17	17	1	14	34	
4999956	44	41	41	7	2	29	29	2	33	44	
4999984	16	12	12	2	1	10	10	1	10	16	
4999966	34	28	28	7	1	16	16	1	16	34	
4997742	2258	1293	1293	123	24	690	690	9	425	2258	
4999969	31	26	26	1	1	16	16	1	12	31	
4999983	17	13	13	1	1	11	11	1	10	17	
4999968	32	31	31	2	1	22	22	1	18	32	
4999966	34	28	28	6	2	16	16	2	15	34	
4999966	34	28	28	6	2	16	16	2	15	34	
4999937	63	38	38	3	1	24	24	1	24	63	
4999975	25	23	23	6	5	16	16	3	15	25	
4999893	107	71	71	8	4	40	40	2	26	107	
4999946	54	37	37	3	2	23	23	2	20	54	
4999931	69	50	50	5	3	32	32	1	28	69	
4999969	31	26	26	1	1	16	16	1	12	31	
4999964	36	31	31	5	3	24	24	3	24	36	
4999957	43	35	35	4	1	26	26	1	24	43	
4999949	51	46	46	4	3	35	35	3	33	51	
4999856	144	98	98	10	5	62	62	2	38	144	
4999975	25	16	16	3	2	8	8	2	8	25	
4999956	44	40	40	5	2	35	35	1	34	44	
4999938	62	54	54	5	3	44	44	3	38	62	
4999916	84	52	52	5	3	36	36	2	26	84	
4999889	111	71	71	11	6	49	49	5	40	111	
4999981	19	16	16	4	2	6	6	1	5	19	
4999851	149	114	114	16	6	77	77	3	57	149	
4999986	14	13	13	4	2	9	9	1	11	14	
4995584	4416	2619	2619	249	70	1418	1418	18	929	4416	
4999920	80	57	57	10	1	32	32	1	22	80	
4999951	49	46	46	9	5	33	33	3	38	49	
4999862	138	89	89	9	2	55	55	1	37	138	
4999978	22	20	20	4	2	14	14	2	14	22	
4999950	50	43	43	6	4	32	32	3	31	50	
4999975	25	17	17	3	3	8	8	2	4	25	
4999832	168	85	85	15	4	34	34	1	26	168	
4999777	223	162	162	13	4	110	110	3	70	223	
4999873	127	73	73	7	3	38	38	3	32	127	
4999900	100	80	80	12	5	59	59	4	45	100	
4999985	15	11	11	3	2	5	5	1	5	15	
4999970	30	22	22	4	2	14	14	1	14	30	
4999875	125	89	89	9	4	63	63	2	49	125	
4999038	962	551	551	56	19	290	290	5	192	962	
4999353	647	302	302	27	13	140	140	3	73	647	
4999924	76	64	64	11	6	48	48	3	51	76	
4999840	160	92	92	9	3	52	52	3	35	160	
4999978	22	16	16	3	2	10	10	1	8	22	
